format,sheet,row,col,valueJson,display,formula
ifrs17-result-snapshot,0.I17利润拆解,8,9,117.50322724099979,117.5,
ifrs17-result-snapshot,0.I17利润拆解,8,10,0.169180006,0.17,
ifrs17-result-snapshot,0.I17利润拆解,8,11,9811.225653781392,"9,811.23",
ifrs17-result-snapshot,0.I17利润拆解,9,0,"""实际维持费用""",实际维持费用,
ifrs17-result-snapshot,0.I17利润拆解,9,1,"""INS_EXP_MAINTEXP""",INS_EXP_MAINTEXP,
ifrs17-result-snapshot,0.I17利润拆解,9,3,"""确认为保险服务费用的维持费用""",确认为保险服务费用的维持费用,
ifrs17-result-snapshot,0.I17利润拆解,9,4,-5815.4739616,"(5,815.4740)",
ifrs17-result-snapshot,0.I17利润拆解,9,5,-16487.41460119999,"(16,487.41)",
ifrs17-result-snapshot,0.I17利润拆解,9,6,-12355.163465419946,"(12,355.16)",
ifrs17-result-snapshot,0.I17利润拆解,9,7,-3776.667993145573,"(3,776.67)",
ifrs17-result-snapshot,0.I17利润拆解,9,8,-23.872408621239845,(23.87),
ifrs17-result-snapshot,0.I17利润拆解,9,9,-330.5792815814023,(330.58),
ifrs17-result-snapshot,0.I17利润拆解,9,10,-1.1314524318331216,(1.13),
ifrs17-result-snapshot,0.I17利润拆解,9,11,-10671.940639599992,"(10,671.94)",
ifrs17-result-snapshot,0.I17利润拆解,10,0,"""预期死伤医疗给付的保险成分""",预期死伤医疗给付的保险成分,
ifrs17-result-snapshot,0.I17利润拆解,10,1,"""INS_REV_DTH""",INS_REV_DTH,
ifrs17-result-snapshot,0.I17利润拆解,10,2,"""赔付的偏差""",赔付的偏差,
ifrs17-result-snapshot,0.I17利润拆解,10,3,"""确认为保险服务收入的死伤医疗给付""",确认为保险服务收入的死伤医疗给付,
ifrs17-result-snapshot,0.I17利润拆解,10,4,977.5995069201423,977.5995,
ifrs17-result-snapshot,0.I17利润拆解,10,5,4131.838216214636,"4,131.84",
ifrs17-result-snapshot,0.I17利润拆解,10,6,4119.369952866717,"4,119.37",
ifrs17-result-snapshot,0.I17利润拆解,10,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,10,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,10,9,12.134233887640002,12.13,
ifrs17-result-snapshot,0.I17利润拆解,10,10,0.3340294602799999,0.33,
ifrs17-result-snapshot,0.I17利润拆解,10,11,3154.238709294494,"3,154.24",
ifrs17-result-snapshot,0.I17利润拆解,11,0,"""实际死伤医疗给付的保险成分""",实际死伤医疗给付的保险成分,
ifrs17-result-snapshot,0.I17利润拆解,11,1,"""INS_EXP_DTH""",INS_EXP_DTH,
ifrs17-result-snapshot,0.I17利润拆解,11,3,"""确认为保险服务费用的死伤医疗给付""",确认为保险服务费用的死伤医疗给付,
ifrs17-result-snapshot,0.I17利润拆解,11,4,-653.0657312,(653.0657),
ifrs17-result-snapshot,0.I17利润拆解,11,5,-3859.694510513595,"(3,859.69)",
ifrs17-result-snapshot,0.I17利润拆解,11,6,-3843.506172533719,"(3,843.51)",
ifrs17-result-snapshot,0.I17利润拆解,11,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,11,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,11,9,-16.18833797987644,(16.19),
ifrs17-result-snapshot,0.I17利润拆解,11,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,11,11,-3206.6287793135953,"(3,206.63)",
ifrs17-result-snapshot,0.I17利润拆解,12,0,"""预期非死伤医疗给付的保险成分""",预期非死伤医疗给付的保险成分,
ifrs17-result-snapshot,0.I17利润拆解,12,1,"""INS_REV_NONDTH""",INS_REV_NONDTH,
ifrs17-result-snapshot,0.I17利润拆解,12,3,"""确认为保险服务收入的非死伤医疗给付""",确认为保险服务收入的非死伤医疗给付,
ifrs17-result-snapshot,0.I17利润拆解,12,4,1106.5115250035544,"1,106.5115",
ifrs17-result-snapshot,0.I17利润拆解,12,5,61.99363810220001,61.99,
ifrs17-result-snapshot,0.I17利润拆解,12,6,61.99363810220001,61.99,
ifrs17-result-snapshot,0.I17利润拆解,12,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,12,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,12,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,12,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,12,11,-1044.5178869013544,"(1,044.52)",
ifrs17-result-snapshot,0.I17利润拆解,13,0,"""实际非死伤医疗给付的保险成分""",实际非死伤医疗给付的保险成分,
ifrs17-result-snapshot,0.I17利润拆解,13,1,"""INS_EXP_NONDTH""",INS_EXP_NONDTH,
ifrs17-result-snapshot,0.I17利润拆解,13,3,"""确认为保险服务费用的非死伤医疗给付""",确认为保险服务费用的非死伤医疗给付,
ifrs17-result-snapshot,0.I17利润拆解,13,4,-1065.080388,"(1,065.080)",
ifrs17-result-snapshot,0.I17利润拆解,13,5,-65.81813199999851,(65.82),
ifrs17-result-snapshot,0.I17利润拆解,13,6,-65.81813199999941,(65.82),
ifrs17-result-snapshot,0.I17利润拆解,13,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,13,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,13,9,8.940696716308593e-13,0,
ifrs17-result-snapshot,0.I17利润拆解,13,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,13,11,999.2622560000016,999.26,
ifrs17-result-snapshot,0.I17利润拆解,14,0,"""未决赔款准备金当期新增部分""",未决赔款准备金当期新增部分,
ifrs17-result-snapshot,0.I17利润拆解,14,1,"""OS_RSV_BEL_CY""",OS_RSV_BEL_CY,
ifrs17-result-snapshot,0.I17利润拆解,14,3,"""当期新增的未决赔款BEL""",当期新增的未决赔款BEL,
ifrs17-result-snapshot,0.I17利润拆解,14,4,0,0,
ifrs17-result-snapshot,0.I17利润拆解,14,5,-2607.6817589303496,"(2,607.68)",
ifrs17-result-snapshot,0.I17利润拆解,14,6,-2514.142574485146,"(2,514.14)",
ifrs17-result-snapshot,0.I17利润拆解,14,7,-26.336620402799998,(26.34),
ifrs17-result-snapshot,0.I17利润拆解,14,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,14,9,-67.20256404240399,(67.2),
ifrs17-result-snapshot,0.I17利润拆解,14,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,14,11,-2607.6817589303496,"(2,607.68)",
ifrs17-result-snapshot,0.I17利润拆解,15,0,"""理赔费用准备金当期新增部分""",理赔费用准备金当期新增部分,
ifrs17-result-snapshot,0.I17利润拆解,15,1,"""CLM_EXP_BEL_CY""",CLM_EXP_BEL_CY,
ifrs17-result-snapshot,0.I17利润拆解,15,3,"""当期新增的理赔费用BEL""",当期新增的理赔费用BEL,
ifrs17-result-snapshot,0.I17利润拆解,15,4,0,0,
ifrs17-result-snapshot,0.I17利润拆解,15,5,-24.108760827561117,(24.11),
ifrs17-result-snapshot,0.I17利润拆解,15,6,-23.641064905284278,(23.64),
ifrs17-result-snapshot,0.I17利润拆解,15,7,-0.131683102024,(0.13),
ifrs17-result-snapshot,0.I17利润拆解,15,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,15,9,-0.33601282025284,(0.34),
ifrs17-result-snapshot,0.I17利润拆解,15,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,15,11,-24.108760827561117,(24.11),
ifrs17-result-snapshot,0.I17利润拆解,16,0,"""当期理赔保险成分偏差中列在IFIE部分（MBBA下需调整当期金融经验和相机决策）""",当期理赔保险成分偏差中列在IFIE部分（MBBA下需调整当期金融经验和相机决策）,
ifrs17-result-snapshot,0.I17利润拆解,16,1,"""E_CDC_DTH_INS_IF""",E_CDC_DTH_INS_IF,
ifrs17-result-snapshot,0.I17利润拆解,16,3,"""年初累计至评估时点的年初有效单的调整当期相机经验后的YTD预期死伤医疗给付的保险成分""",年初累计至评估时点的年初有效单的调整当期相机经验后的YTD预期死伤医疗给付的保险成分,
ifrs17-result-snapshot,0.I17利润拆解,16,4,0,0,
ifrs17-result-snapshot,0.I17利润拆解,16,5,0,0,
ifrs17-result-snapshot,0.I17利润拆解,16,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,16,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,16,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,16,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,16,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,16,11,0,0,
ifrs17-result-snapshot,0.I17利润拆解,17,1,"""E_CDC_DTH_INS_NB""",E_CDC_DTH_INS_NB,
ifrs17-result-snapshot,0.I17利润拆解,17,3,"""年初累计至评估时点的当年新单的调整当期相机经验后的YTD预期死伤医疗给付的保险成分""",年初累计至评估时点的当年新单的调整当期相机经验后的YTD预期死伤医疗给付的保险成分,
ifrs17-result-snapshot,0.I17利润拆解,17,4,0,0,
ifrs17-result-snapshot,0.I17利润拆解,17,5,0,0,
ifrs17-result-snapshot,0.I17利润拆解,17,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,17,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,17,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,17,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,17,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,17,11,0,0,
ifrs17-result-snapshot,0.I17利润拆解,18,1,"""E_CDC_SB_INS_IF""",E_CDC_SB_INS_IF,
ifrs17-result-snapshot,0.I17利润拆解,18,3,"""年初累计至评估时点的年初有效单的调整当期相机经验后的YTD预期年金/生存金给付的保险成分""",年初累计至评估时点的年初有效单的调整当期相机经验后的YTD预期年金/生存金给付的保险成分,
ifrs17-result-snapshot,0.I17利润拆解,18,4,0,0,
ifrs17-result-snapshot,0.I17利润拆解,18,5,0,0,
ifrs17-result-snapshot,0.I17利润拆解,18,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,18,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,18,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,18,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,18,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,18,11,0,0,
ifrs17-result-snapshot,0.I17利润拆解,19,1,"""E_CDC_SB_INS_NB""",E_CDC_SB_INS_NB,
ifrs17-result-snapshot,0.I17利润拆解,19,3,"""年初累计至评估时点的当年新单的调整当期相机经验后的YTD预期年金/生存金给付的保险成分""",年初累计至评估时点的当年新单的调整当期相机经验后的YTD预期年金/生存金给付的保险成分,
ifrs17-result-snapshot,0.I17利润拆解,19,4,0,0,
ifrs17-result-snapshot,0.I17利润拆解,19,5,0,0,
ifrs17-result-snapshot,0.I17利润拆解,19,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,19,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,19,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,19,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,19,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,19,11,0,0,
ifrs17-result-snapshot,0.I17利润拆解,20,0,"""PUI理赔支出保险成分的预实偏差""",PUI理赔支出保险成分的预实偏差,
ifrs17-result-snapshot,0.I17利润拆解,20,1,"""PUI_INS_IFIEPL""",PUI_INS_IFIEPL,
ifrs17-result-snapshot,0.I17利润拆解,20,3,"""年初累计至评估时点的UI相关的YTD实际发生的保险成分给付与YTD预期保险成分给付的差异""",年初累计至评估时点的UI相关的YTD实际发生的保险成分给付与YTD预期保险成分给付的差异,
ifrs17-result-snapshot,0.I17利润拆解,20,4,0,0,
ifrs17-result-snapshot,0.I17利润拆解,20,5,97.09419918436197,97.09,
ifrs17-result-snapshot,0.I17利润拆解,20,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,20,7,89.16446685816197,89.16,
ifrs17-result-snapshot,0.I17利润拆解,20,8,7.929732326200001,7.93,
ifrs17-result-snapshot,0.I17利润拆解,20,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,20,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,20,11,97.09419918436197,97.09,
ifrs17-result-snapshot,0.I17利润拆解,21,0,"""PUI理赔支出保险成分的预实偏差""",PUI理赔支出保险成分的预实偏差,
ifrs17-result-snapshot,0.I17利润拆解,21,1,"""E_PUI_SB_INS_IF""",E_PUI_SB_INS_IF,
ifrs17-result-snapshot,0.I17利润拆解,21,3,"""#N/A""",#N/A,
ifrs17-result-snapshot,0.I17利润拆解,21,5,38.61910528672,38.62,
ifrs17-result-snapshot,0.I17利润拆解,21,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,21,7,38.61910528672,38.62,
ifrs17-result-snapshot,0.I17利润拆解,21,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,21,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,21,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,21,11,38.61910528672,38.62,
ifrs17-result-snapshot,0.I17利润拆解,22,1,"""E_PUI_SB_INS_NB""",E_PUI_SB_INS_NB,
ifrs17-result-snapshot,0.I17利润拆解,22,3,"""#N/A""",#N/A,
ifrs17-result-snapshot,0.I17利润拆解,22,5,0,0,
ifrs17-result-snapshot,0.I17利润拆解,22,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,22,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,22,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,22,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,22,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,22,11,0,0,
ifrs17-result-snapshot,0.I17利润拆解,23,1,"""A_PUI_SB_OUTGO""",A_PUI_SB_OUTGO,
ifrs17-result-snapshot,0.I17利润拆解,23,3,"""#N/A""",#N/A,
ifrs17-result-snapshot,0.I17利润拆解,23,5,-1737.409896,"(1,737.41)",
ifrs17-result-snapshot,0.I17利润拆解,23,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,23,7,-1737.409896,"(1,737.41)",
ifrs17-result-snapshot,0.I17利润拆解,23,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,23,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,23,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,23,11,-1737.409896,"(1,737.41)",
ifrs17-result-snapshot,0.I17利润拆解,24,1,"""A_PUI_SB_INV""",A_PUI_SB_INV,
ifrs17-result-snapshot,0.I17利润拆解,24,3,"""年初累计至评估时点的UI相关的YTD实际发生的年金/生存金给付的投资成分""",年初累计至评估时点的UI相关的YTD实际发生的年金/生存金给付的投资成分,
ifrs17-result-snapshot,0.I17利润拆解,24,5,1689.3058953445475,"1,689.31",
ifrs17-result-snapshot,0.I17利润拆解,24,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,24,7,1689.3058953445475,"1,689.31",
ifrs17-result-snapshot,0.I17利润拆解,24,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,24,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,24,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,24,11,1689.3058953445475,"1,689.31",
ifrs17-result-snapshot,0.I17利润拆解,25,1,"""E_PUI_DTH_INS_IF""",E_PUI_DTH_INS_IF,
ifrs17-result-snapshot,0.I17利润拆解,25,3,"""#N/A""",#N/A,
ifrs17-result-snapshot,0.I17利润拆解,25,5,94.02143976147997,94.02,
ifrs17-result-snapshot,0.I17利润拆解,25,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,25,7,86.09170743527997,86.09,
ifrs17-result-snapshot,0.I17利润拆解,25,8,7.929732326200001,7.93,
ifrs17-result-snapshot,0.I17利润拆解,25,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,25,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,25,11,94.02143976147997,94.02,
ifrs17-result-snapshot,0.I17利润拆解,26,1,"""E_PUI_DTH_INS_NB""",E_PUI_DTH_INS_NB,
ifrs17-result-snapshot,0.I17利润拆解,26,3,"""#N/A""",#N/A,
ifrs17-result-snapshot,0.I17利润拆解,26,5,24.510003424400004,24.51,
ifrs17-result-snapshot,0.I17利润拆解,26,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,26,7,24.510003424400004,24.51,
ifrs17-result-snapshot,0.I17利润拆解,26,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,26,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,26,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,26,11,24.510003424400004,24.51,
ifrs17-result-snapshot,0.I17利润拆解,27,1,"""A_PUI_DTH_OUTGO""",A_PUI_DTH_OUTGO,
ifrs17-result-snapshot,0.I17利润拆解,27,3,"""#N/A""",#N/A,
ifrs17-result-snapshot,0.I17利润拆解,27,5,-35.68401999999999,(35.68),
ifrs17-result-snapshot,0.I17利润拆解,27,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,27,7,-35.68401999999999,(35.68),
ifrs17-result-snapshot,0.I17利润拆解,27,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,27,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,27,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,27,11,-35.68401999999999,(35.68),
ifrs17-result-snapshot,0.I17利润拆解,28,1,"""A_PUI_DTH_INV""",A_PUI_DTH_INV,
ifrs17-result-snapshot,0.I17利润拆解,28,3,"""年初累计至评估时点的UI相关的YTD实际发生的死伤医疗给付的投资成分""",年初累计至评估时点的UI相关的YTD实际发生的死伤医疗给付的投资成分,
ifrs17-result-snapshot,0.I17利润拆解,28,5,23.73167136721431,23.73,
ifrs17-result-snapshot,0.I17利润拆解,28,6,0,0,
ifrs17-result-snapshot,0.I17利润拆解,28,7,23.73167136721431,23.73,
ifrs17-result-snapshot,0.I17利润拆解,28,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,28,9,0,0,
ifrs17-result-snapshot,0.I17利润拆解,28,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,28,11,23.73167136721431,23.73,
ifrs17-result-snapshot,0.I17利润拆解,29,0,"""首日亏损""",首日亏损,
ifrs17-result-snapshot,0.I17利润拆解,29,4,-10.360364521375683,(10.3604),
ifrs17-result-snapshot,0.I17利润拆解,29,5,-2135.8284233962504,"(2,135.83)",
ifrs17-result-snapshot,0.I17利润拆解,29,6,-786.8718401556864,(786.87),
ifrs17-result-snapshot,0.I17利润拆解,29,7,-326.54781459717196,(326.55),
ifrs17-result-snapshot,0.I17利润拆解,29,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,29,9,-1022.4087686433953,"(1,022.41)",
ifrs17-result-snapshot,0.I17利润拆解,29,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,29,11,-2125.468058874875,"(2,125.47)",
ifrs17-result-snapshot,0.I17利润拆解,30,1,"""M1_GPV_INIT""",M1_GPV_INIT,
ifrs17-result-snapshot,0.I17利润拆解,30,3,"""M1表未来现金流量现值下的当期初始确认的保险合同影响（即BEL_NB + TVOG_NB）""",M1表未来现金流量现值下的当期初始确认的保险合同影响（即BEL_NB + TVOG_NB）,
ifrs17-result-snapshot,0.I17利润拆解,30,5,43776.67805108045,"43,776.68",
ifrs17-result-snapshot,0.I17利润拆解,30,6,11518.56992243023,"11,518.57",
ifrs17-result-snapshot,0.I17利润拆解,30,7,33177.404852914864,"33,177.4",
ifrs17-result-snapshot,0.I17利润拆解,30,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,30,9,-919.2967242646353,(919.3),
ifrs17-result-snapshot,0.I17利润拆解,30,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,31,1,"""M1_RA_INIT""",M1_RA_INIT,
ifrs17-result-snapshot,0.I17利润拆解,31,3,"""M1表非金融风险调整下的当期初始确认的保险合同影响（即RA_NB）""",M1表非金融风险调整下的当期初始确认的保险合同影响（即RA_NB）,
ifrs17-result-snapshot,0.I17利润拆解,31,5,-1683.2471027237589,"(1,683.25)",
ifrs17-result-snapshot,0.I17利润拆解,31,6,-563.5763270618398,(563.58),
ifrs17-result-snapshot,0.I17利润拆解,31,7,-1023.832349554239,"(1,023.83)",
ifrs17-result-snapshot,0.I17利润拆解,31,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,31,9,-95.83842610768002,(95.84),
ifrs17-result-snapshot,0.I17利润拆解,31,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,32,1,"""M1_CSM_INIT""",M1_CSM_INIT,
ifrs17-result-snapshot,0.I17利润拆解,32,3,"""M1表合同服务边际下的当期初始确认的保险合同影响（即CSM_NB）""",M1表合同服务边际下的当期初始确认的保险合同影响（即CSM_NB）,
ifrs17-result-snapshot,0.I17利润拆解,32,5,-44229.25937175295,"(44,229.26)",
ifrs17-result-snapshot,0.I17利润拆解,32,6,-11741.865435524076,"(11,741.87)",
ifrs17-result-snapshot,0.I17利润拆解,32,7,-32480.120317957793,"(32,480.12)",
ifrs17-result-snapshot,0.I17利润拆解,32,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,32,9,-7.27361827107997,(7.27),
ifrs17-result-snapshot,0.I17利润拆解,32,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,33,0,"""亏损合同损失及损失的转回""",亏损合同损失及损失的转回,
ifrs17-result-snapshot,0.I17利润拆解,33,2,"""当期不利偏差击穿CSM造成亏损，或本身就是亏损造成亏损的加剧""",当期不利偏差击穿CSM造成亏损，或本身就是亏损造成亏损的加剧,
ifrs17-result-snapshot,0.I17利润拆解,33,4,0,0,
ifrs17-result-snapshot,0.I17利润拆解,33,5,563.1661502879117,563.17,
ifrs17-result-snapshot,0.I17利润拆解,33,6,-2.1375437015907663,(2.14),
ifrs17-result-snapshot,0.I17利润拆解,33,7,-234.0471907017796,(234.05),
ifrs17-result-snapshot,0.I17利润拆解,33,8,29.941023221106434,29.94,
ifrs17-result-snapshot,0.I17利润拆解,33,9,769.4098610606634,769.41,
ifrs17-result-snapshot,0.I17利润拆解,33,10,3.2684965844964606e-14,0,
ifrs17-result-snapshot,0.I17利润拆解,33,11,563.1661502879117,563.17,
ifrs17-result-snapshot,0.I17利润拆解,34,0,"""估计变更""",估计变更,
ifrs17-result-snapshot,0.I17利润拆解,34,4,-60.705576058040606,(60.7056),
ifrs17-result-snapshot,0.I17利润拆解,34,5,17898.87103856499,"17,898.87",
ifrs17-result-snapshot,0.I17利润拆解,34,6,4161.790429055448,"4,161.79",
ifrs17-result-snapshot,0.I17利润拆解,34,7,8316.099311284552,"8,316.1",
ifrs17-result-snapshot,0.I17利润拆解,34,8,371.84769160091685,371.85,
ifrs17-result-snapshot,0.I17利润拆解,34,9,5037.673593713143,"5,037.67",
ifrs17-result-snapshot,0.I17利润拆解,34,10,11.460012501463885,11.46,
ifrs17-result-snapshot,0.I17利润拆解,34,11,17959.57661462303,"17,959.58",
ifrs17-result-snapshot,0.I17利润拆解,35,0,"""BEL_VAR""",BEL_VAR,
ifrs17-result-snapshot,0.I17利润拆解,35,1,"""BEL_VAR_ASPCHG""",BEL_VAR_ASPCHG,
ifrs17-result-snapshot,0.I17利润拆解,35,2,"""非经济假设更新带来的影响""",非经济假设更新带来的影响,
ifrs17-result-snapshot,0.I17利润拆解,35,3,"""基于LR计算的非经济假设变更对BEL的影响""",基于LR计算的非经济假设变更对BEL的影响,
ifrs17-result-snapshot,0.I17利润拆解,35,5,4298.604921617795,"4,298.6",
ifrs17-result-snapshot,0.I17利润拆解,35,6,4398.635930915292,"4,398.64",
ifrs17-result-snapshot,0.I17利润拆解,35,9,-100.03100929749604,(100.03),
ifrs17-result-snapshot,0.I17利润拆解,35,11,28912.805105797976,"28,912.81",
ifrs17-result-snapshot,0.I17利润拆解,36,1,"""BEL_VAR_EXPCHG""",BEL_VAR_EXPCHG,
ifrs17-result-snapshot,0.I17利润拆解,36,3,"""基于LR计算的非金融经验调整对BEL的影响（包括模型变更和人数偏差）""",基于LR计算的非金融经验调整对BEL的影响（包括模型变更和人数偏差）,
ifrs17-result-snapshot,0.I17利润拆解,36,4,-1338.4529580356957,"(1,338.4530)",
ifrs17-result-snapshot,0.I17利润拆解,36,5,-39891.981927483415,"(39,891.98)",
ifrs17-result-snapshot,0.I17利润拆解,36,6,-14156.35689592245,"(14,156.36)",
ifrs17-result-snapshot,0.I17利润拆解,36,9,-25735.62503156097,"(25,735.63)",
ifrs17-result-snapshot,0.I17利润拆解,37,1,"""BEL_VAR_COMBINED""",BEL_VAR_COMBINED,
ifrs17-result-snapshot,0.I17利润拆解,37,3,"""基于CR计算的经验偏差与假设变更对BEL的整体影响""",基于CR计算的经验偏差与假设变更对BEL的整体影响,
ifrs17-result-snapshot,0.I17利润拆解,37,5,52.62715413402609,52.63,
ifrs17-result-snapshot,0.I17利润拆解,37,7,497.729736029748,497.73,
ifrs17-result-snapshot,0.I17利润拆解,37,8,-342.63058711688177,(342.63),
ifrs17-result-snapshot,0.I17利润拆解,37,10,-102.47199477884013,(102.47),
ifrs17-result-snapshot,0.I17利润拆解,38,1,"""BEL_INT_IFIE""",BEL_INT_IFIE,
ifrs17-result-snapshot,0.I17利润拆解,38,3,"""年初累计至评估时点的利润表口径下BEL的计息（在速赢内通过期初、期末BEL倒减期间现金流得到）""",年初累计至评估时点的利润表口径下BEL的计息（在速赢内通过期初、期末BEL倒减期间现金流得到）,
ifrs17-result-snapshot,0.I17利润拆解,38,5,-2147.9160311271658,"(2,147.92)",
ifrs17-result-snapshot,0.I17利润拆解,38,7,-1940.9250193646901,"(1,940.93)",
ifrs17-result-snapshot,0.I17利润拆解,38,8,-198.42368263095597,(198.42),
ifrs17-result-snapshot,0.I17利润拆解,38,10,-8.567329131519896,(8.57),
ifrs17-result-snapshot,0.I17利润拆解,39,1,"""A_UI_FV_CHG""",A_UI_FV_CHG,
ifrs17-result-snapshot,0.I17利润拆解,39,3,"""年初累计至评估时点的FV口径下的UI投资收益""",年初累计至评估时点的FV口径下的UI投资收益,
ifrs17-result-snapshot,0.I17利润拆解,39,5,7437.40781902509,"7,437.41",
ifrs17-result-snapshot,0.I17利润拆解,39,7,6361.091672725746,"6,361.09",
ifrs17-result-snapshot,0.I17利润拆解,39,8,916.3451992904005,916.35,
ifrs17-result-snapshot,0.I17利润拆解,39,10,159.9709470089439,159.97,
ifrs17-result-snapshot,0.I17利润拆解,40,1,"""PL_INT_IFIE""",PL_INT_IFIE,
ifrs17-result-snapshot,0.I17利润拆解,40,3,"""年初累计至评估时点计提的保单贷款利息""",年初累计至评估时点计提的保单贷款利息,
ifrs17-result-snapshot,0.I17利润拆解,40,5,0,0,
ifrs17-result-snapshot,0.I17利润拆解,40,7,0,0,
ifrs17-result-snapshot,0.I17利润拆解,40,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,40,10,0,0,
ifrs17-result-snapshot,0.I17利润拆解,41,0,"""CF_VAR""",CF_VAR,
ifrs17-result-snapshot,0.I17利润拆解,41,1,"""PREM_VAR""",PREM_VAR,
ifrs17-result-snapshot,0.I17利润拆解,41,3,"""保费收入的预实偏差""",保费收入的预实偏差,
ifrs17-result-snapshot,0.I17利润拆解,41,4,-364.2559876438827,(364.26),
ifrs17-result-snapshot,0.I17利润拆解,41,5,57366.382509317635,"57,366.38",
ifrs17-result-snapshot,0.I17利润拆解,41,6,2281.789456017195,"2,281.79",
ifrs17-result-snapshot,0.I17利润拆解,41,7,818.3346789008954,818.33,
ifrs17-result-snapshot,0.I17利润拆解,41,8,0,0,
ifrs17-result-snapshot,0.I17利润拆解,41,9,54265.97885039954,"54,265.98",
ifrs17-result-snapshot,0.I17利润拆解,41,10,0.27952399999999994,0.28,
ifrs17-result-snapshot,0.I17利润拆解,41,11,57730.63849696152,"57,730.64",
