format,sheet,row,col,valueJson,display,formula
ifrs17-result-snapshot,I17利润表,0,0,2512,2512,
ifrs17-result-snapshot,I17利润表,0,22,"""2512-改WALR 0→1""",2512-改WALR 0→1,
ifrs17-result-snapshot,I17利润表,0,32,"""2512-审计v1""",2512-审计v1,
ifrs17-result-snapshot,I17利润表,0,34,57.54948913918342,57.55,
ifrs17-result-snapshot,I17利润表,0,35,241.0498630449838,241.05,
ifrs17-result-snapshot,I17利润表,0,36,614.0782554311675,614.08,
ifrs17-result-snapshot,I17利润表,1,0,"""单位：万元""",单位：万元,
ifrs17-result-snapshot,I17利润表,1,1,"""公司""", 公司 ,
ifrs17-result-snapshot,I17利润表,1,2,"""传统""", 传统 ,
ifrs17-result-snapshot,I17利润表,1,3,"""分红1""", 分红1 ,
ifrs17-result-snapshot,I17利润表,1,4,"""分红2""", 分红2 ,
ifrs17-result-snapshot,I17利润表,1,5,"""万能""", 万能 ,
ifrs17-result-snapshot,I17利润表,1,6,"""投连""", 投连 ,
ifrs17-result-snapshot,I17利润表,1,7,"""短险""", 短险 ,
ifrs17-result-snapshot,I17利润表,1,8,"""再保""", 再保 ,
ifrs17-result-snapshot,I17利润表,1,9,"""CHK""", CHK ,
ifrs17-result-snapshot,I17利润表,1,12,"""单位：万元""",单位：万元,
ifrs17-result-snapshot,I17利润表,1,13,"""公司""", 公司 ,
ifrs17-result-snapshot,I17利润表,1,14,"""传统""", 传统 ,
ifrs17-result-snapshot,I17利润表,1,15,"""分红1""", 分红1 ,
ifrs17-result-snapshot,I17利润表,1,16,"""分红2""", 分红2 ,
ifrs17-result-snapshot,I17利润表,1,17,"""万能""", 万能 ,
ifrs17-result-snapshot,I17利润表,1,18,"""投连""", 投连 ,
ifrs17-result-snapshot,I17利润表,1,19,"""短险""", 短险 ,
ifrs17-result-snapshot,I17利润表,1,20,"""再保""", 再保 ,
ifrs17-result-snapshot,I17利润表,1,22,"""单位：万元""",单位：万元,
ifrs17-result-snapshot,I17利润表,1,23,"""公司""", 公司 ,
ifrs17-result-snapshot,I17利润表,1,24,"""传统""", 传统 ,
ifrs17-result-snapshot,I17利润表,1,25,"""分红1""", 分红1 ,
ifrs17-result-snapshot,I17利润表,1,26,"""分红2""", 分红2 ,
ifrs17-result-snapshot,I17利润表,1,27,"""万能""", 万能 ,
ifrs17-result-snapshot,I17利润表,1,28,"""投连""", 投连 ,
ifrs17-result-snapshot,I17利润表,1,29,"""短险""", 短险 ,
ifrs17-result-snapshot,I17利润表,1,30,"""再保""", 再保 ,
ifrs17-result-snapshot,I17利润表,1,32,"""单位：万元""",单位：万元,
ifrs17-result-snapshot,I17利润表,1,33,"""公司""", 公司 ,
ifrs17-result-snapshot,I17利润表,1,34,"""传统""", 传统 ,
ifrs17-result-snapshot,I17利润表,1,35,"""分红1""", 分红1 ,
ifrs17-result-snapshot,I17利润表,1,36,"""分红2""", 分红2 ,
ifrs17-result-snapshot,I17利润表,1,37,"""万能""", 万能 ,
ifrs17-result-snapshot,I17利润表,1,38,"""投连""", 投连 ,
ifrs17-result-snapshot,I17利润表,1,39,"""短险""", 短险 ,
ifrs17-result-snapshot,I17利润表,1,40,"""再保""", 再保 ,
ifrs17-result-snapshot,I17利润表,2,0,"""合同服务边际摊销""",合同服务边际摊销,
ifrs17-result-snapshot,I17利润表,2,1,15211.218035277745,"15,211.22",
ifrs17-result-snapshot,I17利润表,2,2,12424.158183624671,"12,424.16",
ifrs17-result-snapshot,I17利润表,2,3,1683.0749728069022,"1,683.07",
ifrs17-result-snapshot,I17利润表,2,4,243.35522309206732,243.36,
ifrs17-result-snapshot,I17利润表,2,5,857.4334342845539,857.43,
ifrs17-result-snapshot,I17利润表,2,6,3.196221469552408,3.2,
ifrs17-result-snapshot,I17利润表,2,9,0,0,
ifrs17-result-snapshot,I17利润表,2,11,-1.1322264866059413,(1.13),
ifrs17-result-snapshot,I17利润表,2,12,"""合同服务边际摊销""",合同服务边际摊销,
ifrs17-result-snapshot,I17利润表,2,13,15212.35026176435,"15,212.35",
ifrs17-result-snapshot,I17利润表,2,14,12424.278087825473,"12,424.28",
ifrs17-result-snapshot,I17利润表,2,15,1684.0873276183709,"1,684.09",
ifrs17-result-snapshot,I17利润表,2,16,243.35524854702408,243.36,
ifrs17-result-snapshot,I17利润表,2,17,857.4333763039297,857.43,
ifrs17-result-snapshot,I17利润表,2,18,3.196221469552426,3.2,
ifrs17-result-snapshot,I17利润表,2,21,48.59350299067737,48.59,
ifrs17-result-snapshot,I17利润表,2,22,"""合同服务边际摊销""",合同服务边际摊销,
ifrs17-result-snapshot,I17利润表,2,23,15162.624532287067,"15,162.62",
ifrs17-result-snapshot,I17利润表,2,24,12373.489044833288,"12,373.49",
ifrs17-result-snapshot,I17利润表,2,25,1685.7168567176013,"1,685.72",
ifrs17-result-snapshot,I17利润表,2,26,243.3551788533852,243.36,
ifrs17-result-snapshot,I17利润表,2,27,856.8672304132397,856.87,
ifrs17-result-snapshot,I17利润表,2,28,3.1962214695524085,3.2,
ifrs17-result-snapshot,I17利润表,2,31,55.835092181529035,55.84,
ifrs17-result-snapshot,I17利润表,2,32,"""合同服务边际摊销""",合同服务边际摊销,
ifrs17-result-snapshot,I17利润表,2,33,15155.382943096216,"15,155.38",
ifrs17-result-snapshot,I17利润表,2,34,12366.608694485487,"12,366.61",
ifrs17-result-snapshot,I17利润表,2,35,1685.3803328539857,"1,685.38",
ifrs17-result-snapshot,I17利润表,2,36,243.3551788533864,243.36,
ifrs17-result-snapshot,I17利润表,2,37,856.8425154338062,856.84,
ifrs17-result-snapshot,I17利润表,2,38,3.196221469552401,3.2,
ifrs17-result-snapshot,I17利润表,3,0,"""预期风险调整释放""",预期风险调整释放,
ifrs17-result-snapshot,I17利润表,3,1,1529.3198085609658,"1,529.32",
ifrs17-result-snapshot,I17利润表,3,2,1201.7276475591668,"1,201.73",
ifrs17-result-snapshot,I17利润表,3,3,317.6149739927588,317.61,
ifrs17-result-snapshot,I17利润表,3,4,1.05403486804,1.05,
ifrs17-result-snapshot,I17利润表,3,5,8.88554206452002,8.89,
ifrs17-result-snapshot,I17利润表,3,6,0.03761007648000011,0.04,
ifrs17-result-snapshot,I17利润表,3,9,0,0,
ifrs17-result-snapshot,I17利润表,3,11,0,0,
ifrs17-result-snapshot,I17利润表,3,12,"""预期风险调整释放""",预期风险调整释放,
ifrs17-result-snapshot,I17利润表,3,13,1529.319808560966,"1,529.32",
ifrs17-result-snapshot,I17利润表,3,14,1201.7276475591666,"1,201.73",
ifrs17-result-snapshot,I17利润表,3,15,317.61497399275913,317.61,
ifrs17-result-snapshot,I17利润表,3,16,1.05403486804,1.05,
ifrs17-result-snapshot,I17利润表,3,17,8.885542064520058,8.89,
ifrs17-result-snapshot,I17利润表,3,18,0.03761007648000011,0.04,
ifrs17-result-snapshot,I17利润表,3,21,0,0,
ifrs17-result-snapshot,I17利润表,3,22,"""预期风险调整释放""",预期风险调整释放,
ifrs17-result-snapshot,I17利润表,3,23,1529.3198085609656,"1,529.32",
ifrs17-result-snapshot,I17利润表,3,24,1201.7276475591664,"1,201.73",
ifrs17-result-snapshot,I17利润表,3,25,317.614973992759,317.61,
ifrs17-result-snapshot,I17利润表,3,26,1.05403486804,1.05,
ifrs17-result-snapshot,I17利润表,3,27,8.88554206452006,8.89,
ifrs17-result-snapshot,I17利润表,3,28,0.03761007648000011,0.04,
ifrs17-result-snapshot,I17利润表,3,31,-5.4569682106375694e-12,(0),
ifrs17-result-snapshot,I17利润表,3,32,"""预期风险调整释放""",预期风险调整释放,
ifrs17-result-snapshot,I17利润表,3,33,1529.3198085609713,"1,529.32",
ifrs17-result-snapshot,I17利润表,3,34,1201.727647559172,"1,201.73",
ifrs17-result-snapshot,I17利润表,3,35,317.6149739927591,317.61,
ifrs17-result-snapshot,I17利润表,3,36,1.0540348680399996,1.05,
ifrs17-result-snapshot,I17利润表,3,37,8.885542064520045,8.89,
ifrs17-result-snapshot,I17利润表,3,38,0.03761007648000004,0.04,
ifrs17-result-snapshot,I17利润表,4,0,"""预期赔付的保险成分""",预期赔付的保险成分,
ifrs17-result-snapshot,I17利润表,4,1,4350.982402789437,"4,350.98",
ifrs17-result-snapshot,I17利润表,4,2,4181.3635909689165,"4,181.36",
ifrs17-result-snapshot,I17利润表,4,3,149.22081614639995,149.22,
ifrs17-result-snapshot,I17利润表,4,4,7.929732326200001,7.93,
ifrs17-result-snapshot,I17利润表,4,5,12.134233887640002,12.13,
ifrs17-result-snapshot,I17利润表,4,6,0.3340294602799999,0.33,
ifrs17-result-snapshot,I17利润表,4,9,0,0,
ifrs17-result-snapshot,I17利润表,4,11,0,0,
ifrs17-result-snapshot,I17利润表,4,12,"""预期赔付的保险成分""",预期赔付的保险成分,
ifrs17-result-snapshot,I17利润表,4,13,4350.982402789437,"4,350.98",
ifrs17-result-snapshot,I17利润表,4,14,4181.3635909689165,"4,181.36",
ifrs17-result-snapshot,I17利润表,4,15,149.2208161464,149.22,
ifrs17-result-snapshot,I17利润表,4,16,7.929732326200001,7.93,
ifrs17-result-snapshot,I17利润表,4,17,12.134233887640002,12.13,
ifrs17-result-snapshot,I17利润表,4,18,0.33402946027999997,0.33,
ifrs17-result-snapshot,I17利润表,4,21,0,0,
ifrs17-result-snapshot,I17利润表,4,22,"""预期赔付的保险成分""",预期赔付的保险成分,
ifrs17-result-snapshot,I17利润表,4,23,4350.982402789438,"4,350.98",
ifrs17-result-snapshot,I17利润表,4,24,4181.363590968918,"4,181.36",
ifrs17-result-snapshot,I17利润表,4,25,149.2208161464,149.22,
ifrs17-result-snapshot,I17利润表,4,26,7.929732326200001,7.93,
ifrs17-result-snapshot,I17利润表,4,27,12.134233887640002,12.13,
ifrs17-result-snapshot,I17利润表,4,28,0.3340294602800001,0.33,
ifrs17-result-snapshot,I17利润表,4,31,0,0,
ifrs17-result-snapshot,I17利润表,4,32,"""预期赔付的保险成分""",预期赔付的保险成分,
ifrs17-result-snapshot,I17利润表,4,33,4350.982402789441,"4,350.98",
ifrs17-result-snapshot,I17利润表,4,34,4181.363590968921,"4,181.36",
ifrs17-result-snapshot,I17利润表,4,35,149.22081614639995,149.22,
ifrs17-result-snapshot,I17利润表,4,36,7.929732326200001,7.93,
ifrs17-result-snapshot,I17利润表,4,37,12.134233887639997,12.13,
ifrs17-result-snapshot,I17利润表,4,38,0.3340294602800001,0.33,
ifrs17-result-snapshot,I17利润表,5,0,"""预期保险服务费用""",预期保险服务费用,
ifrs17-result-snapshot,I17利润表,5,1,15505.821541135252,"15,505.82",
ifrs17-result-snapshot,I17利润表,5,2,11746.872896505172,"11,746.87",
ifrs17-result-snapshot,I17利润表,5,3,3637.32402786872,"3,637.32",
ifrs17-result-snapshot,I17利润表,5,4,3.95220951436,3.95,
ifrs17-result-snapshot,I17利润表,5,5,117.50322724099979,117.5,
ifrs17-result-snapshot,I17利润表,5,6,0.169180006,0.17,
ifrs17-result-snapshot,I17利润表,5,9,0,0,
ifrs17-result-snapshot,I17利润表,5,11,0,0,
ifrs17-result-snapshot,I17利润表,5,12,"""预期保险服务费用""",预期保险服务费用,
ifrs17-result-snapshot,I17利润表,5,13,15505.821541135252,"15,505.82",
ifrs17-result-snapshot,I17利润表,5,14,11746.87289650517,"11,746.87",
ifrs17-result-snapshot,I17利润表,5,15,3637.32402786872,"3,637.32",
ifrs17-result-snapshot,I17利润表,5,16,3.95220951436,3.95,
ifrs17-result-snapshot,I17利润表,5,17,117.5032272409998,117.5,
ifrs17-result-snapshot,I17利润表,5,18,0.169180006,0.17,
ifrs17-result-snapshot,I17利润表,5,21,0,0,
ifrs17-result-snapshot,I17利润表,5,22,"""预期保险服务费用""",预期保险服务费用,
ifrs17-result-snapshot,I17利润表,5,23,15505.821541135248,"15,505.82",
ifrs17-result-snapshot,I17利润表,5,24,11746.87289650517,"11,746.87",
ifrs17-result-snapshot,I17利润表,5,25,3637.324027868719,"3,637.32",
ifrs17-result-snapshot,I17利润表,5,26,3.95220951436,3.95,
ifrs17-result-snapshot,I17利润表,5,27,117.50322724099983,117.5,
ifrs17-result-snapshot,I17利润表,5,28,0.169180006,0.17,
ifrs17-result-snapshot,I17利润表,5,31,0,0,
ifrs17-result-snapshot,I17利润表,5,32,"""预期保险服务费用""",预期保险服务费用,
ifrs17-result-snapshot,I17利润表,5,33,15505.821541135234,"15,505.82",
ifrs17-result-snapshot,I17利润表,5,34,11746.872896505152,"11,746.87",
ifrs17-result-snapshot,I17利润表,5,35,3637.3240278687213,"3,637.32",
ifrs17-result-snapshot,I17利润表,5,36,3.9522095143600007,3.95,
ifrs17-result-snapshot,I17利润表,5,37,117.50322724099973,117.5,
ifrs17-result-snapshot,I17利润表,5,38,0.169180006,0.17,
ifrs17-result-snapshot,I17利润表,6,0,"""损失摊销""",损失摊销,
ifrs17-result-snapshot,I17利润表,6,1,-2267.8459462202,"(2,267.85)",
ifrs17-result-snapshot,I17利润表,6,2,-2072.766343023367,"(2,072.77)",
ifrs17-result-snapshot,I17利润表,6,3,-165.84292668386777,(165.84),
ifrs17-result-snapshot,I17利润表,6,4,-3.3914881104240626,(3.39),
ifrs17-result-snapshot,I17利润表,6,5,-25.845188402541464,(25.85),
ifrs17-result-snapshot,I17利润表,6,6,1.5630757931805988e-16,0,
ifrs17-result-snapshot,I17利润表,6,9,0,0,
ifrs17-result-snapshot,I17利润表,6,11,0,0,
ifrs17-result-snapshot,I17利润表,6,12,"""损失摊销""",损失摊销,
ifrs17-result-snapshot,I17利润表,6,13,-2267.845946220201,"(2,267.85)",
ifrs17-result-snapshot,I17利润表,6,14,-2072.7663430233674,"(2,072.77)",
ifrs17-result-snapshot,I17利润表,6,15,-165.84292668386772,(165.84),
ifrs17-result-snapshot,I17利润表,6,16,-3.391488110424062,(3.39),
ifrs17-result-snapshot,I17利润表,6,17,-25.84518840254151,(25.85),
ifrs17-result-snapshot,I17利润表,6,18,1.5630757931805993e-16,0,
ifrs17-result-snapshot,I17利润表,6,21,-0.010724317033600527,(0.01),
ifrs17-result-snapshot,I17利润表,6,22,"""损失摊销""",损失摊销,
ifrs17-result-snapshot,I17利润表,6,23,-2267.8352219031663,"(2,267.84)",
ifrs17-result-snapshot,I17利润表,6,24,-2072.76897437108,"(2,072.77)",
ifrs17-result-snapshot,I17利润表,6,25,-165.84610781688033,(165.85),
ifrs17-result-snapshot,I17利润表,6,26,-3.391488110424062,(3.39),
ifrs17-result-snapshot,I17利润表,6,27,-25.82865160478111,(25.83),
ifrs17-result-snapshot,I17利润表,6,28,1.5634168179928107e-16,0,
ifrs17-result-snapshot,I17利润表,6,31,-0.010724317033600527,(0.01),
ifrs17-result-snapshot,I17利润表,6,32,"""损失摊销""",损失摊销,
ifrs17-result-snapshot,I17利润表,6,33,-2267.8352219031663,"(2,267.84)",
ifrs17-result-snapshot,I17利润表,6,34,-2072.76897437108,"(2,072.77)",
ifrs17-result-snapshot,I17利润表,6,35,-165.84610781688042,(165.85),
ifrs17-result-snapshot,I17利润表,6,36,-3.3914881104240613,(3.39),
ifrs17-result-snapshot,I17利润表,6,37,-25.828651604781093,(25.83),
ifrs17-result-snapshot,I17利润表,6,38,1.5634168179928107e-16,0,
ifrs17-result-snapshot,I17利润表,7,0,"""获取费用摊销""",获取费用摊销,
ifrs17-result-snapshot,I17利润表,7,1,4283.926001935025,"4,283.93",
ifrs17-result-snapshot,I17利润表,7,2,3146.5179680719784,"3,146.52",
ifrs17-result-snapshot,I17利润表,7,3,1113.1818318081337,"1,113.18",
ifrs17-result-snapshot,I17利润表,7,4,19.520888875503193,19.52,
ifrs17-result-snapshot,I17利润表,7,5,4.705313179411963,4.71,
ifrs17-result-snapshot,I17利润表,7,6,0,0,
ifrs17-result-snapshot,I17利润表,7,9,0,0,
ifrs17-result-snapshot,I17利润表,7,11,0.6462349016190274,0.65,
ifrs17-result-snapshot,I17利润表,7,12,"""获取费用摊销""",获取费用摊销,
ifrs17-result-snapshot,I17利润表,7,13,4283.279767033406,"4,283.28",
ifrs17-result-snapshot,I17利润表,7,14,3146.390743865227,"3,146.39",
ifrs17-result-snapshot,I17利润表,7,15,1112.6623929273458,"1,112.66",
ifrs17-result-snapshot,I17利润表,7,16,19.520864361948846,19.52,
ifrs17-result-snapshot,I17利润表,7,17,4.705765878883918,4.71,
ifrs17-result-snapshot,I17利润表,7,18,0,0,
ifrs17-result-snapshot,I17利润表,7,21,6.811307332213619,6.81,
ifrs17-result-snapshot,I17利润表,7,22,"""获取费用摊销""",获取费用摊销,
ifrs17-result-snapshot,I17利润表,7,23,4277.114694602811,"4,277.11",
ifrs17-result-snapshot,I17利润表,7,24,3141.672836757608,"3,141.67",
ifrs17-result-snapshot,I17利润表,7,25,1111.453952134397,"1,111.45",
ifrs17-result-snapshot,I17利润表,7,26,19.52093147810321,19.52,
ifrs17-result-snapshot,I17利润表,7,27,4.466974232704085,4.47,
ifrs17-result-snapshot,I17利润表,7,28,0,0,
ifrs17-result-snapshot,I17利润表,7,31,6.608225484876312,6.61,
ifrs17-result-snapshot,I17利润表,7,32,"""获取费用摊销""",获取费用摊销,
ifrs17-result-snapshot,I17利润表,7,33,4277.317776450149,"4,277.32",
ifrs17-result-snapshot,I17利润表,7,34,3141.7930683540244,"3,141.79",
ifrs17-result-snapshot,I17利润表,7,35,1111.5368023853189,"1,111.54",
ifrs17-result-snapshot,I17利润表,7,36,19.52093147810321,19.52,
ifrs17-result-snapshot,I17利润表,7,37,4.466974232704084,4.47,
ifrs17-result-snapshot,I17利润表,7,38,0,0,
ifrs17-result-snapshot,I17利润表,8,0,"""按保费分配法计量的合同确认的保费收入""",按保费分配法计量的合同确认的保费收入,
ifrs17-result-snapshot,I17利润表,8,1,10268.804050759234,"10,268.8",
ifrs17-result-snapshot,I17利润表,8,7,10268.804050759234,"10,268.8",
ifrs17-result-snapshot,I17利润表,8,9,0,0,
ifrs17-result-snapshot,I17利润表,8,11,2.4738255888223647e-11,0,
ifrs17-result-snapshot,I17利润表,8,12,"""按保费分配法计量的合同确认的保费收入""",按保费分配法计量的合同确认的保费收入,
ifrs17-result-snapshot,I17利润表,8,13,10268.80405075921,"10,268.8",
ifrs17-result-snapshot,I17利润表,8,19,10268.80405075921,"10,268.8",
ifrs17-result-snapshot,I17利润表,8,21,3.2014213502407077e-11,0,
ifrs17-result-snapshot,I17利润表,8,22,"""按保费分配法计量的合同确认的保费收入""",按保费分配法计量的合同确认的保费收入,
ifrs17-result-snapshot,I17利润表,8,23,10268.804050759203,"10,268.8",
ifrs17-result-snapshot,I17利润表,8,29,10268.804050759203,"10,268.8",
ifrs17-result-snapshot,I17利润表,8,31,3.2014213502407077e-11,0,
ifrs17-result-snapshot,I17利润表,8,32,"""按保费分配法计量的合同确认的保费收入""",按保费分配法计量的合同确认的保费收入,
ifrs17-result-snapshot,I17利润表,8,33,10268.804050759203,"10,268.8",
ifrs17-result-snapshot,I17利润表,8,39,10268.804050759203,"10,268.8",
ifrs17-result-snapshot,I17利润表,9,0,"""保险服务收入合计""",保险服务收入合计,
ifrs17-result-snapshot,I17利润表,9,1,48882.22589423746,"48,882.23",
ifrs17-result-snapshot,I17利润表,9,2,30627.873943706538,"30,627.87",
ifrs17-result-snapshot,I17利润表,9,3,6734.573695939046,"6,734.57",
ifrs17-result-snapshot,I17利润表,9,4,272.42060056574644,272.42,
ifrs17-result-snapshot,I17利润表,9,5,974.8165622545845,974.82,
ifrs17-result-snapshot,I17利润表,9,6,3.737041012312408,3.74,
ifrs17-result-snapshot,I17利润表,9,7,10268.804050759234,"10,268.8",
ifrs17-result-snapshot,I17利润表,9,8,0,0,
ifrs17-result-snapshot,I17利润表,9,9,0,0,
ifrs17-result-snapshot,I17利润表,9,11,-0.48599158495198935,(0.49),
ifrs17-result-snapshot,I17利润表,9,12,"""保险服务收入合计""",保险服务收入合计,
ifrs17-result-snapshot,I17利润表,9,13,48882.71188582241,"48,882.71",
ifrs17-result-snapshot,I17利润表,9,14,30627.866623700585,"30,627.87",
ifrs17-result-snapshot,I17利润表,9,15,6735.066611869728,"6,735.07",
ifrs17-result-snapshot,I17利润表,9,16,272.4206015071489,272.42,
ifrs17-result-snapshot,I17利润表,9,17,974.8169569734321,974.82,
ifrs17-result-snapshot,I17利润表,9,18,3.737041012312426,3.74,
ifrs17-result-snapshot,I17利润表,9,19,10268.80405075921,"10,268.8",
ifrs17-result-snapshot,I17利润表,9,20,0,0,
ifrs17-result-snapshot,I17利润表,9,21,55.39408600589377,55.39,
ifrs17-result-snapshot,I17利润表,9,22,"""保险服务收入合计""",保险服务收入合计,
ifrs17-result-snapshot,I17利润表,9,23,48826.83180823157,"48,826.83",
ifrs17-result-snapshot,I17利润表,9,24,30572.35704225307,"30,572.36",
ifrs17-result-snapshot,I17利润表,9,25,6735.484519042996,"6,735.48",
ifrs17-result-snapshot,I17利润表,9,26,272.4205989296644,272.42,
ifrs17-result-snapshot,I17利润表,9,27,974.0285562343228,974.03,
ifrs17-result-snapshot,I17利润表,9,28,3.737041012312409,3.74,
ifrs17-result-snapshot,I17利润表,9,29,10268.804050759203,"10,268.8",
ifrs17-result-snapshot,I17利润表,9,30,0,0,
ifrs17-result-snapshot,I17利润表,9,31,62.43259334941395,62.43,
ifrs17-result-snapshot,I17利润表,9,32,"""保险服务收入合计""",保险服务收入合计,
ifrs17-result-snapshot,I17利润表,9,33,48819.79330088805,"48,819.79",
ifrs17-result-snapshot,I17利润表,9,34,30565.59692350168,"30,565.6",
ifrs17-result-snapshot,I17利润表,9,35,6735.230845430304,"6,735.23",
ifrs17-result-snapshot,I17利润表,9,36,272.4205989296655,272.42,
ifrs17-result-snapshot,I17利润表,9,37,974.003841254889,974,
ifrs17-result-snapshot,I17利润表,9,38,3.737041012312401,3.74,
ifrs17-result-snapshot,I17利润表,9,39,10268.804050759203,"10,268.8",
ifrs17-result-snapshot,I17利润表,9,40,0,0,
ifrs17-result-snapshot,I17利润表,10,0,"""实际赔付的保险成分""",实际赔付的保险成分,
ifrs17-result-snapshot,I17利润表,10,1,-15272.094187447961,"(15,272.09)",
ifrs17-result-snapshot,I17利润表,10,2,-6510.552534904899,"(6,510.55)",
ifrs17-result-snapshot,I17利润表,10,3,-87.1863603805323,(87.19),
ifrs17-result-snapshot,I17利润表,10,4,0,0,
ifrs17-result-snapshot,I17利润表,10,5,-85.53984114430509,(85.54),
ifrs17-result-snapshot,I17利润表,10,6,0,0,
ifrs17-result-snapshot,I17利润表,10,7,-8588.815451018225,"(8,588.82)",
ifrs17-result-snapshot,I17利润表,10,9,0,0,
ifrs17-result-snapshot,I17利润表,10,11,-0.0000016664766008034348,(0),
ifrs17-result-snapshot,I17利润表,10,12,"""实际赔付的保险成分""",实际赔付的保险成分,
ifrs17-result-snapshot,I17利润表,10,13,-15272.094185781485,"(15,272.09)",
ifrs17-result-snapshot,I17利润表,10,14,-6510.552533668124,"(6,510.55)",
ifrs17-result-snapshot,I17利润表,10,15,-87.18636027175091,(87.19),
ifrs17-result-snapshot,I17利润表,10,16,0,0,
ifrs17-result-snapshot,I17利润表,10,17,-85.53984001694502,(85.54),
ifrs17-result-snapshot,I17利润表,10,18,0,0,
ifrs17-result-snapshot,I17利润表,10,19,-8588.815451824665,"(8,588.82)",
ifrs17-result-snapshot,I17利润表,10,21,-0.0000016664795111864806,(0),
ifrs17-result-snapshot,I17利润表,10,22,"""实际赔付的保险成分""",实际赔付的保险成分,
ifrs17-result-snapshot,I17利润表,10,23,-15272.094185781481,"(15,272.09)",
ifrs17-result-snapshot,I17利润表,10,24,-6510.552533668124,"(6,510.55)",
ifrs17-result-snapshot,I17利润表,10,25,-87.18636027174873,(87.19),
ifrs17-result-snapshot,I17利润表,10,26,0,0,
ifrs17-result-snapshot,I17利润表,10,27,-85.53984001694474,(85.54),
ifrs17-result-snapshot,I17利润表,10,28,0,0,
ifrs17-result-snapshot,I17利润表,10,29,-8588.815451824665,"(8,588.82)",
ifrs17-result-snapshot,I17利润表,10,31,0.0000155025816638954,0,
ifrs17-result-snapshot,I17利润表,10,32,"""实际赔付的保险成分""",实际赔付的保险成分,
ifrs17-result-snapshot,I17利润表,10,33,-15272.094185781485,"(15,272.09)",
ifrs17-result-snapshot,I17利润表,10,34,-6510.552533668125,"(6,510.55)",
ifrs17-result-snapshot,I17利润表,10,35,-87.18636027174873,(87.19),
ifrs17-result-snapshot,I17利润表,10,36,0,0,
ifrs17-result-snapshot,I17利润表,10,37,-85.53984001694472,(85.54),
ifrs17-result-snapshot,I17利润表,10,38,0,0,
ifrs17-result-snapshot,I17利润表,10,39,-8588.815451824667,"(8,588.82)",
ifrs17-result-snapshot,I17利润表,11,0,"""实际维持费用""",实际维持费用,
ifrs17-result-snapshot,I17利润表,11,1,-17702.745301599993,"(17,702.75)",
ifrs17-result-snapshot,I17利润表,11,2,-12355.163465419946,"(12,355.16)",
ifrs17-result-snapshot,I17利润表,11,3,-3776.667993145573,"(3,776.67)",
ifrs17-result-snapshot,I17利润表,11,4,-23.872408621239845,(23.87),
ifrs17-result-snapshot,I17利润表,11,5,-330.5792815814023,(330.58),
ifrs17-result-snapshot,I17利润表,11,6,-1.1314524318331216,(1.13),
ifrs17-result-snapshot,I17利润表,11,7,-1215.3307004000003,"(1,215.33)",
ifrs17-result-snapshot,I17利润表,11,9,0,0,
ifrs17-result-snapshot,I17利润表,11,11,0.0000020000123186036943,0,
ifrs17-result-snapshot,I17利润表,11,12,"""实际维持费用""",实际维持费用,
ifrs17-result-snapshot,I17利润表,11,13,-17702.745303600004,"(17,702.75)",
ifrs17-result-snapshot,I17利润表,11,14,-12381.570016807189,"(12,381.57)",
ifrs17-result-snapshot,I17利润表,11,15,-3816.836217264674,"(3,816.84)",
ifrs17-result-snapshot,I17利润表,11,16,-23.85466508176125,(23.85),
ifrs17-result-snapshot,I17利润表,11,17,-330.96142796556956,(330.96),
ifrs17-result-snapshot,I17利润表,11,18,-1.1307732808098367,(1.13),
ifrs17-result-snapshot,I17利润表,11,19,-1148.3922032,"(1,148.39)",
ifrs17-result-snapshot,I17利润表,11,21,-556.2171085193113,(556.22),
ifrs17-result-snapshot,I17利润表,11,22,"""实际维持费用""",实际维持费用,
ifrs17-result-snapshot,I17利润表,11,23,-17146.52819308068,"(17,146.53)",
ifrs17-result-snapshot,I17利润表,11,24,-11749.59819832563,"(11,749.6)",
ifrs17-result-snapshot,I17利润表,11,25,-3601.9570781447046,"(3,601.96)",
ifrs17-result-snapshot,I17利润表,11,26,-19.869531010747178,(19.87),
ifrs17-result-snapshot,I17利润表,11,27,-296.40846232620515,(296.41),
ifrs17-result-snapshot,I17利润表,11,28,-0.9344005245047237,(0.93),
ifrs17-result-snapshot,I17利润表,11,29,-1477.7605227488923,"(1,477.76)",
ifrs17-result-snapshot,I17利润表,11,31,-556.2171085193171,(556.22),
ifrs17-result-snapshot,I17利润表,11,32,"""实际维持费用""",实际维持费用,
ifrs17-result-snapshot,I17利润表,11,33,-17146.528193080674,"(17,146.53)",
ifrs17-result-snapshot,I17利润表,11,34,-11749.598198325624,"(11,749.6)",
ifrs17-result-snapshot,I17利润表,11,35,-3601.9570781447037,"(3,601.96)",
ifrs17-result-snapshot,I17利润表,11,36,-19.869531010747178,(19.87),
ifrs17-result-snapshot,I17利润表,11,37,-296.40846232620527,(296.41),
ifrs17-result-snapshot,I17利润表,11,38,-0.9344005245047237,(0.93),
ifrs17-result-snapshot,I17利润表,11,39,-1477.7605227488923,"(1,477.76)",
ifrs17-result-snapshot,I17利润表,12,0,"""损失摊销""",损失摊销,
ifrs17-result-snapshot,I17利润表,12,1,2491.2959342202,"2,491.3",
ifrs17-result-snapshot,I17利润表,12,2,2072.766343023367,"2,072.77",
